description,business_tags,sector,category,niche,candidate_labels,candidate_sim_scores,zero_shot_scores,final_labels
"Gina Crow is an Italian-American film director, writer, and producer based in Los Angeles, California. She has a background in music production and international DJing, and has worked on music videos, commercials, and narrative projects. Crow has collaborated with Fuse Technical Group, ARRI, Inc., and FotoKem to produce an action thriller short film called ""Dark in Berlin,"" which was shot on an LED volume stage using virtual production and stars Christine Ko and Miki Ishikawa. She is currently working on her debut feature film, which is expected to be released in spring 2024.","['Virtual Production Services', 'LED Volume Stage Film', 'Dark Thriller Short Film', 'Biopic Production', 'Music Video Production']",Services,Video and Audio Production,Motion Picture and Video Distribution,"['Media Production Services', 'Painting Services', 'Business Development Services', 'Fencing Construction Services', 'Residential Roofing Services', 'Interior Design Services', 'Spray Painting Services', 'Website Development Services', 'Drywall Services', 'Public Relations Services', 'Confectionery Manufacturing', 'Rope Production Services', 'Street Cleaning Operations', 'Graphic Design Services', 'Low-Rise Signage Installation', 'Branding Services', 'Apartment Renovation Services', 'Arts Services', 'Risk Assessment Services', 'Canvas Manufacturing', 'Sand and Gravel Mining', 'Cable Installation Services']","[0.22900733, 0.16338967, 0.15569785, 0.15475798, 0.14624953, 0.14570661, 0.14452088, 0.13957725, 0.13369623, 0.13248028, 0.1271758, 0.12680489, 0.12393008, 0.12338531, 0.12086584, 0.118750155, 0.11711688, 0.11407877, 0.109600626, 0.10873817, 0.10742237, 0.10666864]","{'Media Production Services': 0.19138896465301514, 'Painting Services': 0.12810605764389038, 'Business Development Services': 0.14202389121055603, 'Fencing Construction Services': 0.15649859607219696, 'Residential Roofing Services': 0.2067292481660843, 'Interior Design Services': 0.08462909609079361, 'Spray Painting Services': 0.13522066175937653, 'Website Development Services': 0.13228125870227814, 'Drywall Services': 0.1305195391178131, 'Public Relations Services': 0.147750124335289, 'Confectionery Manufacturing': 0.1241377517580986, 'Rope Production Services': 0.13657642900943756, 'Street Cleaning Operations': 0.20218701660633087, 'Graphic Design Services': 0.09131649136543274, 'Low-Rise Signage Installation': 0.2900853753089905, 'Branding Services': 0.17651265859603882, 'Apartment Renovation Services': 0.18903374671936035, 'Arts Services': 0.12121889740228653, 'Risk Assessment Services': 0.18416857719421387, 'Canvas Manufacturing': 0.1270327866077423, 'Sand and Gravel Mining': 0.2411937266588211, 'Cable Installation Services': 0.1363249123096466}",[]
"360Scooters is a company that offers electric scooter rental services in Tenerife, Canary Islands. They provide electric scooters for rent, allowing tourists to explore the cities of the island in a sustainable way. Customers can rent a scooter for a daily, weekly, or three-day period and pick it up in South Tenerije, Arona, Los Cristianos, Playa de Las Américas, and Adeje. The company is a leader in electric personal mobility and offers workshops, technical services, and online and physical sales of personal mobility vehicles.","['Electricity', 'Rental Services', 'Electric Scooter Rental Services', 'Online Sales', 'Personal Mobility Vehicles Sales', 'Sustainable Mobility Solutions', 'Technical Service Workshop']",Services,Car Rental,Home Health Equipment Rental,"['Travel Services', 'Rope Production Services', 'Street Cleaning Operations', 'Pet Grooming Services', 'Pet Boarding Services', 'Road Maintenance Services', 'Residential Roofing Services', 'Elevator Installation Services', 'Mobile Home Construction Services', 'Residential Electrical Services', 'Commercial Electrical Services', 'Fire Safety Equipment Services', 'Agricultural Equipment Services', 'Tent Manufacturing Services', 'E-Commerce Services', 'Asphalt Production Services', 'General Handyman Services', 'Cable Installation Services', 'Fishing and Hunting Services', 'Catering Services', 'Animal Day Care Services', 'Training Services']","[0.35931075, 0.32416543, 0.30571344, 0.30191913, 0.29653046, 0.29391795, 0.2902461, 0.28914976, 0.27689067, 0.2688099, 0.26855037, 0.26363778, 0.25858003, 0.25117385, 0.24812602, 0.24725264, 0.24674226, 0.2436253, 0.24300696, 0.23804244, 0.23740338, 0.23628113]","{'Travel Services': 0.2341688573360443, 'Rope Production Services': 0.012324643321335316, 'Street Cleaning Operations': 0.05179496109485626, 'Pet Grooming Services': 0.013882861472666264, 'Pet Boarding Services': 0.017634158954024315, 'Road Maintenance Services': 0.022221652790904045, 'Residential Roofing Services': 0.012566995806992054, 'Elevator Installation Services': 0.0115172378718853, 'Mobile Home Construction Services': 0.018098944798111916, 'Residential Electrical Services': 0.019854413345456123, 'Commercial Electrical Services': 0.027143705636262894, 'Fire Safety Equipment Services': 0.021509399637579918, 'Agricultural Equipment Services': 0.024106860160827637, 'Tent Manufacturing Services': 0.01854633167386055, 'E-Commerce Services': 0.41153213381767273, 'Asphalt Production Services': 0.01084078848361969, 'General Handyman Services': 0.014390350319445133, 'Cable Installation Services': 0.013424002565443516, 'Fishing and Hunting Services': 0.027894729748368263, 'Catering Services': 0.014093594625592232, 'Animal Day Care Services': 0.019598588347434998, 'Training Services': 0.05697367340326309}",['E-Commerce Services']
"Vision Express Opticians - Llanelli is an establishment located in Llanelli, Wales, United Kingdom. It operates as an optician, contact lenses supplier, eye care center, optometrist, and sunglasses store.","['In-store Shopping', 'Eye Care Services', 'Contact Lenses Retailer', 'Optician Services', 'Retail', 'Bathroom Facilities', 'In-store Pickup', 'Wheelchair Accessible Entrance']",Services,Optometrists,Offices of Optometrists,"['Travel Services', 'Consulting Services', 'Legal Services', 'Testing and Inspection Services', 'Fishing and Hunting Services', 'Carpentry Services', 'Commercial Electrical Services', 'Welding Services', 'Insurance Services', 'Veterinary Clinics', 'Real Estate Services', 'Event Planning Services', 'Health and Safety Consulting', 'Waterproofing Services', 'Road Maintenance Services', 'Millwork Services', 'Sports Management Services', 'Compliance Services', 'Online Marketing Services', 'Directional Drilling Services', 'Graphic Design Services', 'Residential Electrical Services']","[0.3058753, 0.28552848, 0.26628134, 0.2647181, 0.24976401, 0.246579, 0.2399875, 0.23596586, 0.23564526, 0.2293516, 0.22195894, 0.21588716, 0.21382189, 0.21197754, 0.20941986, 0.20704591, 0.20702979, 0.20670094, 0.20398921, 0.20315127, 0.20153068, 0.19931917]","{'Travel Services': 0.004068255890160799, 'Consulting Services': 0.032055169343948364, 'Legal Services': 0.0027411971241235733, 'Testing and Inspection Services': 0.007504942361265421, 'Fishing and Hunting Services': 0.0013909990666434169, 'Carpentry Services': 0.0013261971762403846, 'Commercial Electrical Services': 0.001782463165000081, 'Welding Services': 0.0015766372671350837, 'Insurance Services': 0.0034254416823387146, 'Veterinary Clinics': 0.0015595450531691313, 'Real Estate Services': 0.002331726485863328, 'Event Planning Services': 0.0037377942353487015, 'Health and Safety Consulting': 0.0023055714555084705, 'Waterproofing Services': 0.008875545114278793, 'Road Maintenance Services': 0.003927756100893021, 'Millwork Services': 0.002843813505023718, 'Sports Management Services': 0.003032919717952609, 'Compliance Services': 0.007089497521519661, 'Online Marketing Services': 0.006518503651022911, 'Directional Drilling Services': 0.0015181894414126873, 'Graphic Design Services': 0.003790294984355569, 'Residential Electrical Services': 0.0017075121868401766}",[]
"Solar Gold Dried Fruit is a company that specializes in producing dried fruits, including Mango, pineapple, and banana. They dry the Kent and Ataulfo varieties for their smooth texture and distinctive flavor, and preserve the digestive enzymes by ensuring the fruit never exceeds 35 degrees Celsius during the drying process. Their tropical mix is perfect for travel, lunch-boxes, and camping, and can be used as a replacement for raisins in cooking, salads, baking, and breakfast cereals. The company's products are high in potassium and magnesium, which help maintain stamina for endurance sports like cycling, hiking, and cross-country skiing.","['Dressed Fruits', 'Dried Pineapples', 'Food Retail', 'Food Production', 'Drying Process', 'Tropical Dried Fruits', 'Dried Mangoes']",Manufacturing,Fruit & Vegetable - Markets & Stores,Dried and Dehydrated Food Manufacturing,"['Confectionery Manufacturing', 'Non-Alcoholic Beverage Manufacturing', 'Soil Nutrient Application Services', 'Commercial Irrigation Systems', 'Sheet Metal Services', 'Food Safety Services', 'Agricultural Equipment Services', 'Coffee Processing Services', 'Bakery Production Services', 'Sand and Gravel Mining', 'Animal Feed Manufacturing', 'Pesticide Application Services', 'Drywall Services', 'Frozen Food Processing', 'Canning Services', 'General Handyman Services', 'Food Processing Services', 'Roofing Services with Heat Application', 'Cosmetic Manufacturing', 'Gardening Services', 'Plastic Signage Production', 'Ornamental Plant Nurseries']","[0.25761995, 0.21271916, 0.2112943, 0.19479746, 0.19403364, 0.17387992, 0.16287215, 0.16263375, 0.15196232, 0.14949714, 0.14936456, 0.14634205, 0.14111918, 0.13602407, 0.12857017, 0.12687936, 0.12677613, 0.12442199, 0.12307615, 0.12260974, 0.11979991, 0.11843587]","{'Confectionery Manufacturing': 0.029112085700035095, 'Non-Alcoholic Beverage Manufacturing': 0.26295655965805054, 'Soil Nutrient Application Services': 0.006868484430015087, 'Commercial Irrigation Systems': 0.009826060384511948, 'Sheet Metal Services': 0.012954593636095524, 'Food Safety Services': 0.019437581300735474, 'Agricultural Equipment Services': 0.012430338189005852, 'Coffee Processing Services': 0.0071702138520777225, 'Bakery Production Services': 0.014263221062719822, 'Sand and Gravel Mining': 0.00781314354389906, 'Animal Feed Manufacturing': 0.020126065239310265, 'Pesticide Application Services': 0.007016406860202551, 'Drywall Services': 0.00605735694989562, 'Frozen Food Processing': 0.028409812599420547, 'Canning Services': 0.025436779484152794, 'General Handyman Services': 0.006447659805417061, 'Food Processing Services': 0.03671761602163315, 'Roofing Services with Heat Application': 0.018326401710510254, 'Cosmetic Manufacturing': 0.0626072958111763, 'Gardening Services': 0.015605099499225616, 'Plastic Signage Production': 0.010657230392098427, 'Ornamental Plant Nurseries': 0.021274488419294357}",[]
"Coma Rico is a restaurant located in Cali, Valle del Cauca, Colombia. It offers various dining options including dine-in, takeout, and delivery services. The establishment is described as casual and cozy, and it is suitable for groups and families with children.","['Cozy Atmosphere', 'Takeout Services', 'Lunch Service', 'Restaurant', 'Bathroom Facilities', 'Dine-in Service', 'Casual Atmosphere']",Services,Restaurants,Full-Service Restaurants,"['Catering Services', 'Confectionery Manufacturing', 'Coffee Processing Services', 'Commercial Construction Services', 'Corporate Responsibility Services', 'Bakery Production Services', 'Seafood Processing Services', 'Veterinary Health Centers', 'Food Processing Services', 'Travel Services', 'Corporate Training Services', 'Masonry Construction Services', 'Canning Services', 'Community Engagement Services', 'Content Creation Services', 'Event Planning Services', 'High-Rise Foundation Construction', 'Tilt-Up Concrete Services', 'Compliance Services', 'Food Safety Services', 'Commercial Electrical Services', 'Animal Day Care Services']","[0.22351968, 0.21743539, 0.21411024, 0.20678717, 0.19532779, 0.18361478, 0.17510651, 0.16546504, 0.16387466, 0.15678325, 0.15224057, 0.14494687, 0.13595538, 0.13522172, 0.1261614, 0.123646066, 0.12336232, 0.12273507, 0.11954066, 0.11857622, 0.11650932, 0.11595625]","{'Catering Services': 0.06232500076293945, 'Confectionery Manufacturing': 0.011371529661118984, 'Coffee Processing Services': 0.011007921770215034, 'Commercial Construction Services': 0.0053430222906172276, 'Corporate Responsibility Services': 0.03422005847096443, 'Bakery Production Services': 0.00683295913040638, 'Seafood Processing Services': 0.02338171750307083, 'Veterinary Health Centers': 0.011889920569956303, 'Food Processing Services': 0.031825169920921326, 'Travel Services': 0.041476935148239136, 'Corporate Training Services': 0.0110652269795537, 'Masonry Construction Services': 0.006475874688476324, 'Canning Services': 0.0114542655646801, 'Community Engagement Services': 0.1248013898730278, 'Content Creation Services': 0.017410144209861755, 'Event Planning Services': 0.0239395834505558, 'High-Rise Foundation Construction': 0.10823771357536316, 'Tilt-Up Concrete Services': 0.00488552451133728, 'Compliance Services': 0.01600808836519718, 'Food Safety Services': 0.05139077454805374, 'Commercial Electrical Services': 0.006046675145626068, 'Animal Day Care Services': 0.0062280381098389626}",[]
"Gemini Beauty is a company that offers a variety of makeup, skincare, and hair products. Their makeup line includes items such as lip oil, liquid lipstick matte, liquid concealer, facial contour, compact illuminator, powder finisher armor, transparent powder, banana powder, eyeliner pen, eyelash mascara, false eyelashes, face masks, false eyebrow glue, and false eyelash 5D mink. They also offer hair products such as hair brush powder, hair brush drop, hairbrush racket, and Venus Eyeshadow Palette.","['Kits 2 Powder Sponges', 'Facial Cleansing Sponges', 'Compact Illumination', 'Lip Oil', 'Hair Powder', 'Face Contour Products', 'Venus Eyeshadow Palette', 'Liquid Concealer', 'Face Masks', 'Mermaid Brushes Kit', 'Eyelash Mascara Extends and Define', 'Ruby Angel', 'Coconut Chamomile Micellar Water', 'Liquid Base', '5D Mink Luxury False Eyelashes', 'Translucent Powder', 'Mermaid Eyeliner Pen', 'My Beauty Tool', 'Black Power Eye Pencil', 'Banana Powder', 'Asu Makeup', 'Powder Finisher Armor', 'Beauty Products Retailer', 'Summer Satin Hat']",Retail,Cosmetics Stores,"Cosmetics, Beauty Supplies, and Perfume Retailers","['Cosmetic Manufacturing', 'Branding Services', 'Pet Grooming Services', 'Spray Painting Services', 'Graphic Design Services', 'Painting Services', 'Marketing Services', 'Online Marketing Services', 'Interior Design Services', 'Advertising Services', 'Sheet Metal Services', 'Digital Marketing Services', 'Pesticide Application Services', 'Plastic Signage Production', 'Textile Manufacturing Services', 'Carpentry Services', 'Travel Services', 'Drywall Services', 'Apparel Manufacturing', 'Market Research Services', 'Consulting Services', 'Stationery Manufacturing']","[0.42122197, 0.33280122, 0.27958536, 0.2786315, 0.27623186, 0.26352775, 0.25322476, 0.25073949, 0.24213815, 0.22358072, 0.21937677, 0.21805868, 0.21425703, 0.21367633, 0.21314546, 0.21282294, 0.20941475, 0.20414704, 0.20330247, 0.20330106, 0.1976802, 0.19589618]","{'Cosmetic Manufacturing': 0.6487718820571899, 'Branding Services': 0.038774434477090836, 'Pet Grooming Services': 0.007559037301689386, 'Spray Painting Services': 0.014043411239981651, 'Graphic Design Services': 0.008703232742846012, 'Painting Services': 0.008118891157209873, 'Marketing Services': 0.02862411178648472, 'Online Marketing Services': 0.02925431914627552, 'Interior Design Services': 0.007695361506193876, 'Advertising Services': 0.1337689310312271, 'Sheet Metal Services': 0.0044625187292695045, 'Digital Marketing Services': 0.010108938440680504, 'Pesticide Application Services': 0.009192066267132759, 'Plastic Signage Production': 0.0206928513944149, 'Textile Manufacturing Services': 0.005162395536899567, 'Carpentry Services': 0.003419264918193221, 'Travel Services': 0.006382303312420845, 'Drywall Services': 0.004206353332847357, 'Apparel Manufacturing': 0.026910090819001198, 'Market Research Services': 0.010666192509233952, 'Consulting Services': 0.016417918726801872, 'Stationery Manufacturing': 0.006566506810486317}",['Cosmetic Manufacturing']
"SellerGroup is a company that specializes in promotional and office products. They offer unique office solutions and customized furniture designs for office spaces, including desks, chairs, and conference tables. They also provide ergonomic solutions for a better work environment with their ErgoDesk and CleanDesk products. SellerOffice develops and sells unique solutions for office workspaces, while ActiveOffice offers special products for creating an active working environment. Additionally, they provide information and advice on office design.","['Office Furniture Design and Manufacturing', 'Workplace Solutions', 'Hygiene Products', 'Promotional Products with Logos', 'Desk Cleaning', 'Branding Services', 'Branding Enhancement', 'Conference Tables']",Manufacturing,Office Furniture,Wood Office Furniture Manufacturing,"['Furniture Manufacturing', 'Paper Production Services', 'Accessory Manufacturing', 'Carpet Manufacturing Services', 'Stationery Manufacturing', 'Marketing Services', 'E-Commerce Services', 'Real Estate Services', 'Interior Design Services', 'Cabinetry Manufacturing', 'Livestock Dealer Services', 'Ink Production Services', 'Business Development Services', 'Online Marketing Services', 'Graphic Design Services', 'Home Staging Services', 'Drywall Services', 'General Handyman Services', 'Printing Services', 'Flooring Installation Services', 'Carpentry Services', 'Painting Services']","[0.44308, 0.3799948, 0.36922985, 0.36583686, 0.3621867, 0.35038307, 0.3447971, 0.34222233, 0.33906978, 0.33753705, 0.33250573, 0.32919753, 0.32910603, 0.32768905, 0.32708305, 0.32555044, 0.32336763, 0.32326087, 0.32225335, 0.31090966, 0.30959398, 0.30799264]","{'Furniture Manufacturing': 0.14671149849891663, 'Paper Production Services': 0.030141375958919525, 'Accessory Manufacturing': 0.04504553973674774, 'Carpet Manufacturing Services': 0.016175726428627968, 'Stationery Manufacturing': 0.029139725491404533, 'Marketing Services': 0.05363766849040985, 'E-Commerce Services': 0.060144178569316864, 'Real Estate Services': 0.022415807470679283, 'Interior Design Services': 0.0341203510761261, 'Cabinetry Manufacturing': 0.04056428000330925, 'Livestock Dealer Services': 0.01370308268815279, 'Ink Production Services': 0.02860441617667675, 'Business Development Services': 0.02840556390583515, 'Online Marketing Services': 0.03484461084008217, 'Graphic Design Services': 0.026402942836284637, 'Home Staging Services': 0.015704816207289696, 'Drywall Services': 0.015826622024178505, 'General Handyman Services': 0.009781009517610073, 'Printing Services': 0.039404548704624176, 'Flooring Installation Services': 0.02784665860235691, 'Carpentry Services': 0.011956345289945602, 'Painting Services': 0.016998982056975365}",[]
"Ural Metallurgical Company is a production group that specializes in mechanical processing of metal, including non-ferrous metallurgy and forging manufacturing. They are also one of the largest metal traders in the Siberian Ural region. The company offers a wide range of metalworking services such as turning, milling, and high-precision machining on equipment with numerical control. They maintain a stock of metal for production of ingots weighing up to 250 kg and can manufacture ingots using customer materials. The customer's metal will only be accepted if there is a certificate by manufacturer marked ""for hot processing"" which can be put into production after receiving input control. The main suppliers of metal are JSC ""Elektrostal"", JSC “Izhstal” and Mechel, Serov Metallurgical Plant (Jsc), Zlatoust Metalworking Factory.","['Ferrous Metallurgy Services', 'Obtaining Blanks', 'Metal Products', 'Metal Trading Services', 'Plasma Cutting', 'Calibrated Circles', 'Titanium Alloy', 'Metal Rivets', 'Advanced Numerical Control Equipment', 'Forging Manufacturing Services', 'Metal Bushings', 'Serial Production and Testing', 'Stripe', 'Carbon Steels', 'Structure Creation', 'Self Tapping Screw', 'Equipment Manufacturer', 'Lathe Processing Services', 'Design Documentation', 'Round G/K', 'Metal Sheet Reinforcement Solutions', 'Wire', 'Metal Washers', 'Technology Elaboration', 'Stainless Steel Forgings', 'Aluminum', 'Paper Tape', 'Precision Machining']",Manufacturing,missing_category,Iron and Steel Forging,"['Sheet Metal Services', 'Chemical Manufacturing', 'Pallet Manufacturing', 'Trim Manufacturing', 'Grain Processing Services', 'Welding Services', 'Plastic Manufacturing', 'Industrial Plumbing Services', 'Textile Manufacturing Services', 'Bedding Manufacturing', 'Field Welding Services', 'Rubber Manufacturing', 'Cosmetic Manufacturing', 'Millwork Services', 'Non-Structural Steel Fabrication', 'Gas Manufacturing Services', 'Apparel Manufacturing', 'Furniture Manufacturing', 'Cabinetry Manufacturing', 'Accessory Manufacturing', 'Sand and Gravel Mining', 'Asphalt Production Services']","[0.4885199, 0.42810434, 0.40333256, 0.3901731, 0.3851413, 0.37674472, 0.3756972, 0.36526877, 0.36052507, 0.3513645, 0.34320378, 0.34073025, 0.34072277, 0.3392725, 0.3389457, 0.33066815, 0.32835883, 0.3279418, 0.31820655, 0.31313175, 0.31310868, 0.3109029]","{'Sheet Metal Services': 0.09111437946557999, 'Chemical Manufacturing': 0.023678258061408997, 'Pallet Manufacturing': 0.15111210942268372, 'Trim Manufacturing': 0.04530318081378937, 'Grain Processing Services': 0.016469387337565422, 'Welding Services': 0.19085372984409332, 'Plastic Manufacturing': 0.013988886959850788, 'Industrial Plumbing Services': 0.00960418302565813, 'Textile Manufacturing Services': 0.01736046001315117, 'Bedding Manufacturing': 0.06813552230596542, 'Field Welding Services': 0.04088936746120453, 'Rubber Manufacturing': 0.029565531760454178, 'Cosmetic Manufacturing': 0.05299840494990349, 'Millwork Services': 0.11819765716791153, 'Non-Structural Steel Fabrication': 0.44395771622657776, 'Gas Manufacturing Services': 0.025279942899942398, 'Apparel Manufacturing': 0.02684468775987625, 'Furniture Manufacturing': 0.02714642323553562, 'Cabinetry Manufacturing': 0.08489381521940231, 'Accessory Manufacturing': 0.12738856673240662, 'Sand and Gravel Mining': 0.04908567667007446, 'Asphalt Production Services': 0.022177837789058685}",['Non-Structural Steel Fabrication']
"Tiga Putra Farm is a cattle farm located in Sidoarjo, East Java, Indonesia.","['Cattle Breeding and Raising Services', 'Agriculture']",Wholesale,Livestock & Animal Raising,Livestock Merchant Wholesalers,"['Livestock Dealer Services', 'Agricultural Equipment Services', 'Animal Feed Manufacturing', 'Grain Processing Services', 'Timber Harvesting Operations', 'Dairy Production Services', 'Agricultural Machinery Installation', 'Ornamental Plant Nurseries', 'Meat Processing Services', 'Rope Production Services', 'Seafood Processing Services', 'Food Processing Services', 'Tent Manufacturing Services', 'Grain Handling Machinery Installation', 'Pet Food Manufacturing', 'Textile Manufacturing Services', 'Gardening Services', 'Sand and Gravel Mining', 'Pesticide Application Services', 'Fencing Construction Services', 'Fishing and Hunting Services', 'Veterinary Health Centers']","[0.45893812, 0.44261175, 0.38110068, 0.38061583, 0.38044545, 0.37965316, 0.36331213, 0.35051525, 0.32977122, 0.3133865, 0.31093416, 0.30990526, 0.30761057, 0.29928818, 0.29878676, 0.29332373, 0.2922469, 0.29156485, 0.2893566, 0.28723422, 0.28442982, 0.28152373]","{'Livestock Dealer Services': 0.028871119022369385, 'Agricultural Equipment Services': 0.007461633533239365, 'Animal Feed Manufacturing': 0.018350373953580856, 'Grain Processing Services': 0.003590960055589676, 'Timber Harvesting Operations': 0.0020380921196192503, 'Dairy Production Services': 0.013618813827633858, 'Agricultural Machinery Installation': 0.004535345826297998, 'Ornamental Plant Nurseries': 0.001495988224633038, 'Meat Processing Services': 0.016188733279705048, 'Rope Production Services': 0.004773598164319992, 'Seafood Processing Services': 0.002831076504662633, 'Food Processing Services': 0.004598354455083609, 'Tent Manufacturing Services': 0.0023097579833120108, 'Grain Handling Machinery Installation': 0.0037951578851789236, 'Pet Food Manufacturing': 0.0027264622040092945, 'Textile Manufacturing Services': 0.004447964485734701, 'Gardening Services': 0.0021415590308606625, 'Sand and Gravel Mining': 0.0033733383752405643, 'Pesticide Application Services': 0.0035557271912693977, 'Fencing Construction Services': 0.004420164972543716, 'Fishing and Hunting Services': 0.0019394716946408153, 'Veterinary Health Centers': 0.0028283430729061365}",[]
"Suffolk Firewood & Arborsculpture is a carpentry company located in Martlehsam that offers a range of high-quality services including kitchen fittings, joinery, furniture repair and reassembly, wood wall panelling, and windows and doors. They specialize in bespoke wood designs and ideas, and offer custom windows and door crafting at an affordable price. The company prides itself on providing excellent customer service from start to finish.","['Hardwood Firewood Supplier', 'Carpentry Works']",Retail,Firewood Supplier,Fuel Dealers,"['Wood Product Manufacturing', 'Carpentry Services', 'Timber Harvesting Operations', 'Cabinetry Manufacturing', 'Furniture Manufacturing', 'Millwork Services', 'Rope Production Services', 'Welding Services', 'Insulation Services', 'Sheet Metal Services', 'Fishing and Hunting Services', 'Window and Door Manufacturing', 'Fire Safety Equipment Services', 'General Handyman Services', 'Field Welding Services', 'Trim Manufacturing', 'Agricultural Equipment Services', 'General Snow Removal Services', 'Bedding Manufacturing', 'Pallet Manufacturing', 'Textile Manufacturing Services', 'Masonry Construction Services']","[0.5632349, 0.5170435, 0.513684, 0.495978, 0.48124114, 0.429283, 0.42028967, 0.39984235, 0.39257985, 0.39119375, 0.39084393, 0.3888002, 0.38340437, 0.383055, 0.37625718, 0.37187776, 0.36653155, 0.3628012, 0.36241043, 0.3586758, 0.357172, 0.3487069]","{'Wood Product Manufacturing': 0.04977122321724892, 'Carpentry Services': 0.8156586289405823, 'Timber Harvesting Operations': 0.005912323482334614, 'Cabinetry Manufacturing': 0.04607569798827171, 'Furniture Manufacturing': 0.046240709722042084, 'Millwork Services': 0.010955413803458214, 'Rope Production Services': 0.01606823317706585, 'Welding Services': 0.005487987305969, 'Insulation Services': 0.005837006028741598, 'Sheet Metal Services': 0.0036919452250003815, 'Fishing and Hunting Services': 0.0034222754184156656, 'Window and Door Manufacturing': 0.6373888254165649, 'Fire Safety Equipment Services': 0.007135971449315548, 'General Handyman Services': 0.007760533131659031, 'Field Welding Services': 0.003213684307411313, 'Trim Manufacturing': 0.00983533263206482, 'Agricultural Equipment Services': 0.006543693132698536, 'General Snow Removal Services': 0.004457039292901754, 'Bedding Manufacturing': 0.01609978638589382, 'Pallet Manufacturing': 0.015870291739702225, 'Textile Manufacturing Services': 0.003181260544806719, 'Masonry Construction Services': 0.007487782277166843}","['Carpentry Services', 'Window and Door Manufacturing']"
"Tobaccotoday is a full-service marketing and advertising agency that has been partnering with clients for over 10 years to help them achieve their business goals and keep their customers satisfied. They offer a range of services, including internet marketing consulting and traditional marketing consulting, as well as designing and implementing various forms of marketing collateral. With a proven track record of helping companies find the most effective advertising channels for their products or services, Tobaccottoday can assist in determining the best ways to invest marketing dollars to reach your audience. Whether you need an internet marketing consultant or want to revamp your marketing approach, Tobacco Today is here to assist.","['Domain Name Sales Services', 'Domain Registration Services']",Wholesale,Tobacco,Tobacco Product and Electronic Cigarette Merchant Wholesalers,"['Marketing Services', 'Market Research Services', 'Online Marketing Services', 'Advertising Services', 'Digital Marketing Services', 'Health Promotion Services', 'Branding Services', 'Confectionery Manufacturing', 'Cosmetic Manufacturing', 'Paper Production Services', 'Consulting Services', 'Technology Consulting', 'Health and Safety Consulting', 'Financial Services', 'Pesticide Application Services', 'Livestock Dealer Services', 'Insurance Services', 'Real Estate Services', 'Management Consulting', 'Business Development Services', 'Pet Grooming Services', 'Travel Services']","[0.47458994, 0.4553104, 0.44957805, 0.44932494, 0.44871825, 0.3919791, 0.370792, 0.34824377, 0.3375247, 0.3363293, 0.33049753, 0.32735747, 0.31927502, 0.31432617, 0.312383, 0.3122699, 0.31219986, 0.3024251, 0.30223238, 0.30138558, 0.29902464, 0.29832843]","{'Marketing Services': 0.7720335125923157, 'Market Research Services': 0.25145089626312256, 'Online Marketing Services': 0.4980970621109009, 'Advertising Services': 0.7577815055847168, 'Digital Marketing Services': 0.2504977881908417, 'Health Promotion Services': 0.1693236231803894, 'Branding Services': 0.31542399525642395, 'Confectionery Manufacturing': 0.2144104391336441, 'Cosmetic Manufacturing': 0.1924528330564499, 'Paper Production Services': 0.162206768989563, 'Consulting Services': 0.8323413133621216, 'Technology Consulting': 0.09825222194194794, 'Health and Safety Consulting': 0.07548405975103378, 'Financial Services': 0.14674042165279388, 'Pesticide Application Services': 0.1419443041086197, 'Livestock Dealer Services': 0.19300706684589386, 'Insurance Services': 0.13858240842819214, 'Real Estate Services': 0.12665364146232605, 'Management Consulting': 0.09837178140878677, 'Business Development Services': 0.17843742668628693, 'Pet Grooming Services': 0.16055701673030853, 'Travel Services': 0.18829011917114258}","['Marketing Services', 'Online Marketing Services', 'Advertising Services', 'Branding Services', 'Consulting Services']"
