description,business_tags,sector,category,niche,candidate_labels,candidate_sim_scores,zero_shot_scores,final_labels
"Ural Metallurgical Company is a production group that specializes in mechanical processing of metal, including non-ferrous metallurgy and forging manufacturing. They are also one of the largest metal traders in the Siberian Ural region. The company offers a wide range of metalworking services such as turning, milling, and high-precision machining on equipment with numerical control. They maintain a stock of metal for production of ingots weighing up to 250 kg and can manufacture ingots using customer materials. The customer's metal will only be accepted if there is a certificate by manufacturer marked ""for hot processing"" which can be put into production after receiving input control. The main suppliers of metal are JSC ""Elektrostal"", JSC “Izhstal” and Mechel, Serov Metallurgical Plant (Jsc), Zlatoust Metalworking Factory.","['Ferrous Metallurgy Services', 'Obtaining Blanks', 'Metal Products', 'Metal Trading Services', 'Plasma Cutting', 'Calibrated Circles', 'Titanium Alloy', 'Metal Rivets', 'Advanced Numerical Control Equipment', 'Forging Manufacturing Services', 'Metal Bushings', 'Serial Production and Testing', 'Stripe', 'Carbon Steels', 'Structure Creation', 'Self Tapping Screw', 'Equipment Manufacturer', 'Lathe Processing Services', 'Design Documentation', 'Round G/K', 'Metal Sheet Reinforcement Solutions', 'Wire', 'Metal Washers', 'Technology Elaboration', 'Stainless Steel Forgings', 'Aluminum', 'Paper Tape', 'Precision Machining']",Manufacturing,Forging & Metal Stampings,Iron and Steel Forging,"['Sheet Metal Services', 'Chemical Manufacturing', 'Grain Processing Services', 'Plastic Manufacturing', 'Welding Services', 'Pallet Manufacturing', 'Textile Manufacturing Services', 'Non-Structural Steel Fabrication', 'Bedding Manufacturing', 'Industrial Plumbing Services', 'Millwork Services', 'Furniture Manufacturing', 'Field Welding Services', 'Gas Manufacturing Services', 'Trim Manufacturing', 'Rubber Manufacturing', 'Cosmetic Manufacturing', 'Accessory Manufacturing', 'Wood Product Manufacturing', 'Apparel Manufacturing', 'Cabinetry Manufacturing', 'Industrial Machinery Installation']","[0.5283848, 0.4857927, 0.4262165, 0.4259677, 0.42513797, 0.4102844, 0.4025147, 0.39982045, 0.399438, 0.39587623, 0.39578027, 0.39234585, 0.39156008, 0.3869038, 0.3852082, 0.38420868, 0.3745051, 0.37386352, 0.3659531, 0.3652675, 0.36241776, 0.34949476]","{'Sheet Metal Services': 0.31465306878089905, 'Chemical Manufacturing': 0.06862692534923553, 'Grain Processing Services': 0.07512889802455902, 'Plastic Manufacturing': 0.03768807277083397, 'Welding Services': 0.2505282759666443, 'Pallet Manufacturing': 0.23673434555530548, 'Textile Manufacturing Services': 0.06376929581165314, 'Non-Structural Steel Fabrication': 0.49008607864379883, 'Bedding Manufacturing': 0.09120944887399673, 'Industrial Plumbing Services': 0.054663121700286865, 'Millwork Services': 0.18971426784992218, 'Furniture Manufacturing': 0.09803184121847153, 'Field Welding Services': 0.15531779825687408, 'Gas Manufacturing Services': 0.10578738152980804, 'Trim Manufacturing': 0.1412021517753601, 'Rubber Manufacturing': 0.038470640778541565, 'Cosmetic Manufacturing': 0.09201528877019882, 'Accessory Manufacturing': 0.23607738316059113, 'Wood Product Manufacturing': 0.03143100067973137, 'Apparel Manufacturing': 0.07501595467329025, 'Cabinetry Manufacturing': 0.18257476389408112, 'Industrial Machinery Installation': 0.17758989334106445}","['Sheet Metal Services', 'Non-Structural Steel Fabrication']"
"Tiga Putra Farm is a cattle farm located in Sidoarjo, East Java, Indonesia.","['Cattle Breeding and Raising Services', 'Agriculture']",Wholesale,Livestock & Animal Raising,Livestock Merchant Wholesalers,"['Livestock Dealer Services', 'Agricultural Equipment Services', 'Grain Processing Services', 'Animal Feed Manufacturing', 'Dairy Production Services', 'Agricultural Machinery Installation', 'Meat Processing Services', 'Timber Harvesting Operations', 'Ornamental Plant Nurseries', 'Food Processing Services', 'Seafood Processing Services', 'Tent Manufacturing Services', 'Grain Handling Machinery Installation', 'Textile Manufacturing Services', 'Pet Food Manufacturing', 'Fishing and Hunting Services', 'Veterinary Health Centers', 'Gardening Services', 'Pesticide Application Services', 'Veterinary Clinics', 'Rope Production Services', 'Fencing Construction Services']","[0.4423161, 0.39005587, 0.3583777, 0.34767756, 0.34579107, 0.32802206, 0.3152634, 0.31399143, 0.3131824, 0.2921241, 0.29200092, 0.28810093, 0.27869236, 0.27529788, 0.27364218, 0.25909236, 0.2574472, 0.2513658, 0.25053552, 0.2498138, 0.24925406, 0.24833491]","{'Livestock Dealer Services': 0.5673389434814453, 'Agricultural Equipment Services': 0.006978191435337067, 'Grain Processing Services': 0.0016040130285546184, 'Animal Feed Manufacturing': 0.01007405947893858, 'Dairy Production Services': 0.0013616015203297138, 'Agricultural Machinery Installation': 0.0050240010023117065, 'Meat Processing Services': 0.03233847767114639, 'Timber Harvesting Operations': 0.0004079013888258487, 'Ornamental Plant Nurseries': 0.0011898156953975558, 'Food Processing Services': 0.0009638189803808928, 'Seafood Processing Services': 0.00037415328552015126, 'Tent Manufacturing Services': 0.0006129811517894268, 'Grain Handling Machinery Installation': 0.003482683328911662, 'Textile Manufacturing Services': 0.0004537166387308389, 'Pet Food Manufacturing': 0.0010041669011116028, 'Fishing and Hunting Services': 0.00039810792077332735, 'Veterinary Health Centers': 0.0016698365798220038, 'Gardening Services': 0.0007755941478535533, 'Pesticide Application Services': 0.0020451880991458893, 'Veterinary Clinics': 0.0016620851820334792, 'Rope Production Services': 0.001937287044711411, 'Fencing Construction Services': 0.0018494481919333339}",['Livestock Dealer Services']
"Suffolk Firewood & Arborsculpture is a carpentry company located in Martlehsam that offers a range of high-quality services including kitchen fittings, joinery, furniture repair and reassembly, wood wall panelling, and windows and doors. They specialize in bespoke wood designs and ideas, and offer custom windows and door crafting at an affordable price. The company prides itself on providing excellent customer service from start to finish.","['Hardwood Firewood Supplier', 'Carpentry Works']",Retail,Firewood Supplier,Fuel Dealers,"['Wood Product Manufacturing', 'Timber Harvesting Operations', 'Carpentry Services', 'Furniture Manufacturing', 'Cabinetry Manufacturing', 'Millwork Services', 'Rope Production Services', 'Welding Services', 'Insulation Services', 'Fishing and Hunting Services', 'Fire Safety Equipment Services', 'Sheet Metal Services', 'Field Welding Services', 'Window and Door Manufacturing', 'General Handyman Services', 'Bedding Manufacturing', 'Agricultural Equipment Services', 'General Snow Removal Services', 'Pallet Manufacturing', 'Trim Manufacturing', 'Textile Manufacturing Services', 'Masonry Construction Services']","[0.59551084, 0.5383811, 0.51770544, 0.4917095, 0.48478866, 0.44156694, 0.41736287, 0.39820734, 0.3966277, 0.3962736, 0.39412278, 0.38930678, 0.3808946, 0.3726548, 0.37014025, 0.36927307, 0.36841002, 0.3641855, 0.35878807, 0.3553506, 0.3523429, 0.34828377]","{'Wood Product Manufacturing': 0.13687093555927277, 'Timber Harvesting Operations': 0.011194194667041302, 'Carpentry Services': 0.6868823170661926, 'Furniture Manufacturing': 0.18323059380054474, 'Cabinetry Manufacturing': 0.17019698023796082, 'Millwork Services': 0.013738833367824554, 'Rope Production Services': 0.03406236320734024, 'Welding Services': 0.008189961314201355, 'Insulation Services': 0.008111270144581795, 'Fishing and Hunting Services': 0.009661173447966576, 'Fire Safety Equipment Services': 0.021408947184681892, 'Sheet Metal Services': 0.008287289179861546, 'Field Welding Services': 0.009072618559002876, 'Window and Door Manufacturing': 0.801842987537384, 'General Handyman Services': 0.014490884728729725, 'Bedding Manufacturing': 0.037917040288448334, 'Agricultural Equipment Services': 0.011688153259456158, 'General Snow Removal Services': 0.007837507873773575, 'Pallet Manufacturing': 0.046481940895318985, 'Trim Manufacturing': 0.033687710762023926, 'Textile Manufacturing Services': 0.006092092487961054, 'Masonry Construction Services': 0.012971925549209118}","['Carpentry Services', 'Window and Door Manufacturing']"
"Tobaccotoday is a full-service marketing and advertising agency that has been partnering with clients for over 10 years to help them achieve their business goals and keep their customers satisfied. They offer a range of services, including internet marketing consulting and traditional marketing consulting, as well as designing and implementing various forms of marketing collateral. With a proven track record of helping companies find the most effective advertising channels for their products or services, Tobaccottoday can assist in determining the best ways to invest marketing dollars to reach your audience. Whether you need an internet marketing consultant or want to revamp your marketing approach, Tobacco Today is here to assist.","['Domain Name Sales Services', 'Domain Registration Services']",Wholesale,Tobacco,Tobacco Product and Electronic Cigarette Merchant Wholesalers,"['Online Marketing Services', 'Marketing Services', 'Digital Marketing Services', 'Advertising Services', 'Market Research Services', 'Branding Services', 'Real Estate Services', 'Consulting Services', 'Health Promotion Services', 'Technology Consulting', 'Business Development Services', 'Livestock Dealer Services', 'Financial Services', 'Pet Grooming Services', 'E-Commerce Services', 'Travel Services', 'Paper Production Services', 'Management Consulting', 'Insurance Services', 'Confectionery Manufacturing', 'Health and Safety Consulting', 'Pesticide Application Services']","[0.4977662, 0.4974032, 0.4874481, 0.4608232, 0.45425177, 0.41287264, 0.37156278, 0.37079105, 0.3680163, 0.3656845, 0.3477637, 0.34335026, 0.34241247, 0.33938053, 0.33527303, 0.33091217, 0.3301036, 0.32601306, 0.32565826, 0.31944138, 0.31895268, 0.3175028]","{'Online Marketing Services': 0.455046683549881, 'Marketing Services': 0.22660265862941742, 'Digital Marketing Services': 0.27290618419647217, 'Advertising Services': 0.1819702833890915, 'Market Research Services': 0.055162422358989716, 'Branding Services': 0.13899976015090942, 'Real Estate Services': 0.009104302152991295, 'Consulting Services': 0.12009420990943909, 'Health Promotion Services': 0.019511155784130096, 'Technology Consulting': 0.0767437070608139, 'Business Development Services': 0.07886909693479538, 'Livestock Dealer Services': 0.007022090721875429, 'Financial Services': 0.0042819008231163025, 'Pet Grooming Services': 0.005255136638879776, 'E-Commerce Services': 0.5807911157608032, 'Travel Services': 0.02614489197731018, 'Paper Production Services': 0.010577742010354996, 'Management Consulting': 0.07786811143159866, 'Insurance Services': 0.010868174955248833, 'Confectionery Manufacturing': 0.011308575980365276, 'Health and Safety Consulting': 0.03170647844672203, 'Pesticide Application Services': 0.02275722660124302}","['Online Marketing Services', 'E-Commerce Services']"
"The Bingsu Hub is an ice cream shop located in Bang Khen, Bangkok, Thailand.","['In-store Pickup', 'Takeout Services', 'Dine-in Options', 'Ice Cream and Frozen Dessert Manufacturing']",Manufacturing,Ice Cream,Ice Cream and Frozen Dessert Manufacturing,"['Business Development Services', 'Confectionery Manufacturing', 'Coffee Processing Services', 'Marketing Services', 'Online Marketing Services', 'Ice Production Services', 'Seafood Processing Services', 'Catering Services', 'Market Research Services', 'Digital Marketing Services', 'Food Processing Services', 'Advertising Services', 'Travel Services', 'SEO Services', 'Bakery Production Services', 'Event Planning Services', 'General Snow Removal Services', 'E-Commerce Services', 'Pet Grooming Services', 'Commercial Construction Services', 'Carpentry Services', 'Strategic Planning Services']","[0.31788233, 0.31174368, 0.31054398, 0.30791128, 0.2977762, 0.29123572, 0.28950614, 0.28634086, 0.27927348, 0.27572337, 0.2739011, 0.27298874, 0.26977646, 0.2689373, 0.26525986, 0.26451567, 0.2598001, 0.2525589, 0.24859041, 0.24728641, 0.22898847, 0.22497454]","{'Business Development Services': 0.010030999779701233, 'Confectionery Manufacturing': 0.32816368341445923, 'Coffee Processing Services': 0.0008583692833781242, 'Marketing Services': 0.016499239951372147, 'Online Marketing Services': 0.0029615317471325397, 'Ice Production Services': 0.502739667892456, 'Seafood Processing Services': 0.001192800933495164, 'Catering Services': 0.018733719363808632, 'Market Research Services': 0.006604962982237339, 'Digital Marketing Services': 0.002670919755473733, 'Food Processing Services': 0.04664628207683563, 'Advertising Services': 0.002137395553290844, 'Travel Services': 0.003157415660098195, 'SEO Services': 0.003376925829797983, 'Bakery Production Services': 0.01577191986143589, 'Event Planning Services': 0.002382776001468301, 'General Snow Removal Services': 0.0010547975543886423, 'E-Commerce Services': 0.017542125657200813, 'Pet Grooming Services': 0.0020007314160466194, 'Commercial Construction Services': 0.0012395294615998864, 'Carpentry Services': 0.0010471261339262128, 'Strategic Planning Services': 0.004989139270037413}","['Confectionery Manufacturing', 'Ice Production Services']"
The company specializes in the professional installation of home safety devices and detectors.,[],Services,"Alarms, Surveillance & Security Systems",Security Guards and Patrol Services,"['Fire Safety Equipment Services', 'Alarm Installation Services', 'Fire Protection System Services', 'Health and Safety Consulting', 'Fencing Construction Services', 'General Handyman Services', 'Property Management Services', 'Insurance Services', 'Pet Grooming Services', 'Compliance Services', 'Testing and Inspection Services', 'Real Estate Services', 'Marketing Services', 'Waterproofing Services', 'Insulation Services', 'Commercial Construction Services', 'Interior Design Services', 'Market Research Services', 'Food Safety Services', 'Consulting Services', 'Residential Electrical Services', 'Road Maintenance Services']","[0.57015, 0.5509454, 0.5305664, 0.5187496, 0.51360524, 0.51124597, 0.5090625, 0.5005427, 0.49954653, 0.4975053, 0.49037036, 0.47770602, 0.47209314, 0.4656762, 0.4643188, 0.4620531, 0.45194593, 0.44808495, 0.44423598, 0.44370347, 0.44321987, 0.43692544]","{'Fire Safety Equipment Services': 0.11385279148817062, 'Alarm Installation Services': 0.9174224734306335, 'Fire Protection System Services': 0.057914555072784424, 'Health and Safety Consulting': 0.3768189549446106, 'Fencing Construction Services': 0.49681606888771057, 'General Handyman Services': 0.09226740151643753, 'Property Management Services': 0.031886644661426544, 'Insurance Services': 0.006713718641549349, 'Pet Grooming Services': 0.0013475746382027864, 'Compliance Services': 0.058113425970077515, 'Testing and Inspection Services': 0.05062345787882805, 'Real Estate Services': 0.0058675967156887054, 'Marketing Services': 0.006028158590197563, 'Waterproofing Services': 0.04841196537017822, 'Insulation Services': 0.008209268562495708, 'Commercial Construction Services': 0.03388664126396179, 'Interior Design Services': 0.0045472439378499985, 'Market Research Services': 0.008826585486531258, 'Food Safety Services': 0.002510347403585911, 'Consulting Services': 0.05652507394552231, 'Residential Electrical Services': 0.34703585505485535, 'Road Maintenance Services': 0.005487852264195681}","['Alarm Installation Services', 'Health and Safety Consulting', 'Fencing Construction Services', 'Residential Electrical Services']"
"Grupo Rimag is a company consisting of three pillars: Rimag Importaciones S.A, Dimo de Alajuela SA, and Richo import-export SA. They specialize in selling quality products and maintaining long-term partnerships with suppliers and customers. With extensive knowledge of the market, they offer competitive value propositions and professionalize their sales force. The company is known for its excellent customer service and commitment to customer satisfaction. Black & Decker, a subsidiary of Grupo Rimlag, is a leading producer of home appliances, including ironing boards, oven toasters, portable mixers, coffee makers, and hair dryers. Remington, another subsidiary, introduced the first electric shaver in 1937 and continues to innovate with unique products.","['Importing and Distributing', 'Continental Appliances', 'Small Appliances Distribution', 'Black & Decker Appliances', 'Hamilton Beach Small Appliences', 'Precision Trading Corp. Small Appliques']",Wholesale,Appliance Stores,"Household Appliances, Electric Housewares, and Consumer Electronics Merchant Wholesalers","['Commercial Electrical Services', 'Pet Grooming Services', 'Residential Electrical Services', 'General Handyman Services', 'Agricultural Equipment Services', 'Accessory Manufacturing', 'Trim Manufacturing', 'Sheet Metal Services', 'Welding Services', 'Furniture Manufacturing', 'Confectionery Manufacturing', 'Wood Product Manufacturing', 'Fire Safety Equipment Services', 'Carpet Manufacturing Services', 'Market Research Services', 'Drywall Services', 'Electric Line Construction', 'Cosmetic Manufacturing', 'Industrial Machinery Installation', 'Commercial Plumbing Services', 'Industrial Plumbing Services', 'Carpentry Services']","[0.35212234, 0.3329026, 0.33245254, 0.32690603, 0.32482412, 0.3200458, 0.31887698, 0.3083148, 0.28380066, 0.26675615, 0.25737116, 0.253815, 0.25119162, 0.24853718, 0.24394014, 0.24351437, 0.24337602, 0.24333079, 0.24262479, 0.24226736, 0.24135193, 0.23984003]","{'Commercial Electrical Services': 0.037321846932172775, 'Pet Grooming Services': 0.02841584011912346, 'Residential Electrical Services': 0.08989070355892181, 'General Handyman Services': 0.015509745106101036, 'Agricultural Equipment Services': 0.0231624785810709, 'Accessory Manufacturing': 0.09236562252044678, 'Trim Manufacturing': 0.024724997580051422, 'Sheet Metal Services': 0.013347686268389225, 'Welding Services': 0.016526659950613976, 'Furniture Manufacturing': 0.027104035019874573, 'Confectionery Manufacturing': 0.01716870628297329, 'Wood Product Manufacturing': 0.02499960921704769, 'Fire Safety Equipment Services': 0.0323568731546402, 'Carpet Manufacturing Services': 0.012343448586761951, 'Market Research Services': 0.021821506321430206, 'Drywall Services': 0.0154364462941885, 'Electric Line Construction': 0.07013724744319916, 'Cosmetic Manufacturing': 0.03088703379034996, 'Industrial Machinery Installation': 0.02470843493938446, 'Commercial Plumbing Services': 0.013901867903769016, 'Industrial Plumbing Services': 0.01098791416734457, 'Carpentry Services': 0.008906351402401924}",[]
"Francesco Perrotta Edilizia is a construction company based in Cervino, Cervo, Italy. The company was founded by Francesco Perrottta, who has a strong focus on professionalism and technological innovation. They specialize in the construction of residential, commercial, and industrial buildings, and are known for their high-quality workmanship and attention to detail. The team at Francesco perrotta edilizi has extensive experience in the field, having worked on various projects in Italy and abroad. They offer a wide range of services, including the construction and renovation of residential and commercial buildings, as well as the construction, renovation, and modernization of public and private buildings. The owner, Francesco, has a passion for construction and has been involved in the industry for many years.","['Construction Project Management', 'Construction Services', 'Construction Materials Supplier', 'Professionalism in Construction', 'Technological Innovation Services for Construction Industry']",Services,Construction Services,Industrial Building Construction,"['Commercial Construction Services', 'Masonry Construction Services', 'Commercial Renovation Services', 'Sidewalk Construction Services', 'Residential Roofing Services', 'Multi-Family Construction Services', 'Carpentry Services', 'Single Family Residential Construction', 'Apartment Renovation Services', 'Mobile Home Construction Services', 'Interior Design Services', 'Building Cleaning Services', 'Elevator Installation Services', 'High-Rise Foundation Construction', 'Fencing Construction Services', 'Furniture Manufacturing', 'Cabinetry Manufacturing', 'Roofing Services with Heat Application', 'Excavation Services', 'Insulation Services', 'Flooring Installation Services', 'General Handyman Services']","[0.42727956, 0.40923527, 0.38958332, 0.3666645, 0.35055783, 0.34465575, 0.3431933, 0.33623153, 0.32758617, 0.32601923, 0.32378033, 0.32086432, 0.31914306, 0.3154639, 0.31467223, 0.3131894, 0.3058902, 0.3023293, 0.30033106, 0.29700452, 0.29644054, 0.2955497]","{'Commercial Construction Services': 0.2568971812725067, 'Masonry Construction Services': 0.21358691155910492, 'Commercial Renovation Services': 0.5835199952125549, 'Sidewalk Construction Services': 0.0852169319987297, 'Residential Roofing Services': 0.24735943973064423, 'Multi-Family Construction Services': 0.4118022918701172, 'Carpentry Services': 0.02751949615776539, 'Single Family Residential Construction': 0.15936365723609924, 'Apartment Renovation Services': 0.3826827108860016, 'Mobile Home Construction Services': 0.06546051800251007, 'Interior Design Services': 0.07100781053304672, 'Building Cleaning Services': 0.0198013037443161, 'Elevator Installation Services': 0.17726261913776398, 'High-Rise Foundation Construction': 0.5102540254592896, 'Fencing Construction Services': 0.13592788577079773, 'Furniture Manufacturing': 0.027991661801934242, 'Cabinetry Manufacturing': 0.13665655255317688, 'Roofing Services with Heat Application': 0.22435040771961212, 'Excavation Services': 0.014318435452878475, 'Insulation Services': 0.08413755893707275, 'Flooring Installation Services': 0.1286427080631256, 'General Handyman Services': 0.04951461777091026}","['Commercial Renovation Services', 'Multi-Family Construction Services', 'Apartment Renovation Services', 'High-Rise Foundation Construction']"
"Dr. med. dent. Seibert-Schmidt is a dentist based in Gemeinde Thiersee, Tyrol, Austria.","['Healthcare Services', 'Dental Service']",Services,Dentists & Dental Clinics,Offices of Dentists,"['Excavation Services', 'Consulting Services', 'Directional Drilling Services', 'Carpentry Services', 'Ice Production Services', 'Road Maintenance Services', 'Health and Safety Consulting', 'Drywall Services', 'Well Drilling Services', 'Legal Services', 'Elevator Installation Services', 'Medical Gas Installation Services', 'General Snow Removal Services', 'Commercial Construction Services', 'Land Leveling Services', 'Flooring Installation Services', 'Road and Highway Construction', 'Veterinary Services', 'Cabinetry Manufacturing', 'Masonry Construction Services', 'Interior Design Services', 'Sheet Metal Services']","[0.23164135, 0.19567232, 0.18605086, 0.18429841, 0.18159968, 0.17871198, 0.17665412, 0.17190911, 0.17105801, 0.16923535, 0.16784953, 0.16711351, 0.16410926, 0.16145402, 0.16141562, 0.16130495, 0.15665887, 0.15651923, 0.15526147, 0.1549873, 0.15211225, 0.15131477]","{'Excavation Services': 0.000980921322479844, 'Consulting Services': 0.06668907403945923, 'Directional Drilling Services': 0.018593966960906982, 'Carpentry Services': 0.0008317198953591287, 'Ice Production Services': 0.003618287155404687, 'Road Maintenance Services': 0.002152880420908332, 'Health and Safety Consulting': 0.018431438133120537, 'Drywall Services': 0.0014014275511726737, 'Well Drilling Services': 0.012680700048804283, 'Legal Services': 0.000604107219260186, 'Elevator Installation Services': 0.003745388938114047, 'Medical Gas Installation Services': 0.017580103129148483, 'General Snow Removal Services': 0.002988515654578805, 'Commercial Construction Services': 0.0009374319924972951, 'Land Leveling Services': 0.006904240231961012, 'Flooring Installation Services': 0.0017254247795790434, 'Road and Highway Construction': 0.0024918525014072657, 'Veterinary Services': 0.0008688319358043373, 'Cabinetry Manufacturing': 0.0035491164308041334, 'Masonry Construction Services': 0.0012459122808650136, 'Interior Design Services': 0.0010984402615576982, 'Sheet Metal Services': 0.0009681147639639676}",[]
"Mountain Toy Sales is a company that specializes in wholesale toy accounts and provides experienced advice to its clients. The company was founded by a couple who owned and operated a toy store in Bozeman, MT for ten years and has been a sales representative with DanSon Sales for eight years.","['Sales Representative', 'Online Purchasing', 'Wholesale Toy Accounts', 'Retail', 'Vendor Catalogs', 'Wholesale Accounts']",Wholesale,Toys & Games Stores,Toy and Hobby Goods and Supplies Merchant Wholesalers,"['Livestock Dealer Services', 'Carpet Manufacturing Services', 'Marketing Services', 'Tent Manufacturing Services', 'Rope Production Services', 'Online Marketing Services', 'General Snow Removal Services', 'Mobile Home Construction Services', 'Furniture Manufacturing', 'Commercial Snow Removal', 'Timber Harvesting Operations', ""Children's Clothing Manufacturing"", 'Fishing and Hunting Services', 'Confectionery Manufacturing', 'Digital Marketing Services', 'Market Research Services', 'Sports Management Services', 'Wood Product Manufacturing', 'Animal Day Care Services', 'E-Commerce Services', 'Pet Grooming Services', 'Gas Manufacturing Services']","[0.4017397, 0.38473606, 0.34380388, 0.3380754, 0.3268142, 0.32399726, 0.3232957, 0.32052287, 0.31590784, 0.3057592, 0.2999695, 0.29822028, 0.291991, 0.28369257, 0.28196517, 0.28087318, 0.28050625, 0.2768838, 0.27559632, 0.27450502, 0.27146676, 0.26950195]","{'Livestock Dealer Services': 0.0026664065662771463, 'Carpet Manufacturing Services': 0.0037725951988250017, 'Marketing Services': 0.01964428648352623, 'Tent Manufacturing Services': 0.005045734811574221, 'Rope Production Services': 0.004840021021664143, 'Online Marketing Services': 0.03851473331451416, 'General Snow Removal Services': 0.002086942084133625, 'Mobile Home Construction Services': 0.00353017495945096, 'Furniture Manufacturing': 0.0028070646803826094, 'Commercial Snow Removal': 0.002923759166151285, 'Timber Harvesting Operations': 0.0018722974928095937, ""Children's Clothing Manufacturing"": 0.010101267136633396, 'Fishing and Hunting Services': 0.0046433983370661736, 'Confectionery Manufacturing': 0.0022683970164507627, 'Digital Marketing Services': 0.012983668595552444, 'Market Research Services': 0.004634572193026543, 'Sports Management Services': 0.005844813771545887, 'Wood Product Manufacturing': 0.0040922751650214195, 'Animal Day Care Services': 0.007171673700213432, 'E-Commerce Services': 0.19040147960186005, 'Pet Grooming Services': 0.00447651743888855, 'Gas Manufacturing Services': 0.0031842123717069626}",[]
"Sanitario is a company that specializes in the sale of sanitary wares, including sanitary pads, sanitary napkins, sanitizers, and dispensers. They offer a variety of sizes and colors, as well as discounts on their products. The company also provides information on how to care for sanitary ware and offers tips on how long to keep sanitary products in good condition. Additionally, they provide information on the Value Added Tax (VAT) which is a tax on the value of goods and services.","['Free Ownership Transfer', 'Sanitary Ware Manufacturer', 'Product Distribution', 'Transaction Support', 'Domain Name Transfer', 'Buyer Protection Program']",Manufacturing,Industrial Air Solutions,Plumbing Fixture Fitting and Trim Manufacturing,"['Food Safety Services', 'Water Treatment Services', 'Fire Safety Equipment Services', 'Building Cleaning Services', 'Waste Management Services', 'Pet Grooming Services', 'Textile Manufacturing Services', 'Veterinary Services', 'Coffee Processing Services', 'Health and Safety Consulting', 'Food Processing Services', 'Septic System Services', 'Testing and Inspection Services', 'Waterproofing Services', 'General Handyman Services', 'Soap Production Services', 'Street Cleaning Operations', 'Commercial Plumbing Services', 'Corporate Responsibility Services', 'Meat Processing Services', 'Cosmetic Manufacturing', 'Residential Plumbing Services']","[0.4350067, 0.4259869, 0.39830777, 0.38799125, 0.38660985, 0.380478, 0.3796787, 0.3775593, 0.37536755, 0.36641753, 0.35953408, 0.35844842, 0.3575998, 0.35456818, 0.34776086, 0.34659594, 0.34625363, 0.34362, 0.3401733, 0.3376938, 0.33553278, 0.33361977]","{'Food Safety Services': 0.028209012001752853, 'Water Treatment Services': 0.04160553589463234, 'Fire Safety Equipment Services': 0.02211637794971466, 'Building Cleaning Services': 0.03902127593755722, 'Waste Management Services': 0.015504203736782074, 'Pet Grooming Services': 0.010721324943006039, 'Textile Manufacturing Services': 0.022707900032401085, 'Veterinary Services': 0.007687436882406473, 'Coffee Processing Services': 0.005633396562188864, 'Health and Safety Consulting': 0.03156087547540665, 'Food Processing Services': 0.00988334696739912, 'Septic System Services': 0.04448068141937256, 'Testing and Inspection Services': 0.03416305407881737, 'Waterproofing Services': 0.07421723008155823, 'General Handyman Services': 0.015543356537818909, 'Soap Production Services': 0.03265681862831116, 'Street Cleaning Operations': 0.008265087381005287, 'Commercial Plumbing Services': 0.19670134782791138, 'Corporate Responsibility Services': 0.15090197324752808, 'Meat Processing Services': 0.004585043527185917, 'Cosmetic Manufacturing': 0.013014516793191433, 'Residential Plumbing Services': 0.18951401114463806}",[]
"Prologistics Carriers is a company that specializes in refrigerated transportation of products, particularly those that are temperature-sensitive. They offer dry vans for loading and unloading products from the rear of trailers from loading docks, with some trailers even offering liftgates in cases where loading docks are unavailable. Their services ensure a successful import and export process with constant times and visibility at all times, on-site or customs classification, consolidation, and deconsolidation of merchandise.","['Consolidation and Deconsolidation of Merchandise', 'Temperature-controlled Supply Chain Partner', 'Import and Export Processes', 'Customs Classification', 'Refrigerated Transport Services', 'Dry Vans with Lift Gates', 'Logistics Carrier']",Services,Trucking and Logistics,"General Freight Trucking, Long-Distance, Less Than Truckload","['Food Processing Services', 'Travel Services', 'Medical Gas Installation Services', 'Insulation Services', 'Ice Production Services', 'Gas Manufacturing Services', 'Livestock Dealer Services', 'Grain Processing Services', 'Agricultural Equipment Services', 'Recycling Services', 'Pharmaceutical Manufacturing', 'Seafood Processing Services', 'Distilling Services', 'Fire Safety Equipment Services', 'Home Staging Services', 'General Snow Removal Services', 'Tank Installation Services', 'Laboratory Services', 'Asphalt Production Services', 'Commercial Construction Services', 'Testing and Inspection Services', 'Catering Services']","[0.37952632, 0.3679492, 0.35813266, 0.3481628, 0.34208196, 0.3400761, 0.336357, 0.33476356, 0.33325207, 0.33128178, 0.3279289, 0.32511687, 0.3226913, 0.32246864, 0.32028356, 0.3196321, 0.31928024, 0.31805414, 0.3165322, 0.3152542, 0.3132316, 0.31245327]","{'Food Processing Services': 0.035380180925130844, 'Travel Services': 0.4178329408168793, 'Medical Gas Installation Services': 0.03268599510192871, 'Insulation Services': 0.022070152685046196, 'Ice Production Services': 0.04680034518241882, 'Gas Manufacturing Services': 0.018408896401524544, 'Livestock Dealer Services': 0.018289461731910706, 'Grain Processing Services': 0.03498540073633194, 'Agricultural Equipment Services': 0.04107585549354553, 'Recycling Services': 0.017994992434978485, 'Pharmaceutical Manufacturing': 0.08388586342334747, 'Seafood Processing Services': 0.018691465258598328, 'Distilling Services': 0.012381033040583134, 'Fire Safety Equipment Services': 0.01152865868061781, 'Home Staging Services': 0.029063811525702477, 'General Snow Removal Services': 0.011876430362462997, 'Tank Installation Services': 0.036880120635032654, 'Laboratory Services': 0.03353297337889671, 'Asphalt Production Services': 0.016088612377643585, 'Commercial Construction Services': 0.01720513217151165, 'Testing and Inspection Services': 0.024032607674598694, 'Catering Services': 0.0056856791488826275}",['Travel Services']
