description,business_tags,sector,category,niche,candidate_labels,candidate_sim_scores,zero_shot_scores,final_labels
"Halle Heat Exchange Equipment Co., Ltd is a Chinese company that specializes in the production and sales of heat exchangers. Their main products include plate-type heat exchanger, welded panel type heat exchang, ground heating water distributors, stainless steel water divider, and overheated hot water coolers. The company has an in-depth knowledge team with high-quality technical expertise and is equipped with many varieties of excellent equipment for producing heat exchiders. Halle Heat Exchanger Equipment Co, Ltd is committed to achieving innovative products and technologies for efficient heat transfer and reducing natural resource consumption. They provide a knowledge-intensive approach to further optimize heating or cooling treatments for various process equipment. The Halley plate heat exchider has a very high thermal transfer efficiency compared to traditional welded-plated heat exchanders and is compact in structure. The heat exchuder is mainly used in the development of the fastener industry.","['Technology Products and Solutions', 'Welded Heat Exchangers Manufacturer', 'Ground Water Heating Engineering Services Supplier', 'Stainless Steel Water Distributors', 'Heat Treatment for Export']",Manufacturing,Industrial Air Solutions,Power Boiler and Heat Exchanger Manufacturing,"['Boiler Installation Services', 'Boiler Repair Services', 'Roofing Services with Heat Application', 'Welding Services', 'Insulation Services', 'Industrial Plumbing Services', 'Sheet Metal Services', 'HVAC Installation and Service', 'Ice Production Services', 'Field Welding Services', 'Commercial Plumbing Services', 'Fire Safety Equipment Services', 'Industrial Machinery Installation', 'Chemical Manufacturing', 'Grain Handling Machinery Installation', 'Gas Manufacturing Services', 'Accessory Manufacturing', 'Cabinetry Manufacturing', 'Commercial Electrical Services', 'General Handyman Services', 'Pallet Manufacturing', 'HVAC Inspections']","[0.4822217, 0.4593026, 0.441006, 0.37332073, 0.37298495, 0.37047687, 0.3610508, 0.35975358, 0.35534212, 0.33722478, 0.33232212, 0.33148587, 0.32679397, 0.3252508, 0.31820598, 0.31801075, 0.31062037, 0.3071561, 0.2998131, 0.29836705, 0.294355, 0.29084855]","{'Boiler Installation Services': 0.08451716601848602, 'Boiler Repair Services': 0.06303265690803528, 'Roofing Services with Heat Application': 0.22174154222011566, 'Welding Services': 0.2086254209280014, 'Insulation Services': 0.04536361247301102, 'Industrial Plumbing Services': 0.07910490781068802, 'Sheet Metal Services': 0.043400950729846954, 'HVAC Installation and Service': 0.15656283497810364, 'Ice Production Services': 0.040446192026138306, 'Field Welding Services': 0.08925502002239227, 'Commercial Plumbing Services': 0.07934235781431198, 'Fire Safety Equipment Services': 0.041228730231523514, 'Industrial Machinery Installation': 0.11808543652296066, 'Chemical Manufacturing': 0.2582003176212311, 'Grain Handling Machinery Installation': 0.23500753939151764, 'Gas Manufacturing Services': 0.0945851057767868, 'Accessory Manufacturing': 0.1705537587404251, 'Cabinetry Manufacturing': 0.13621748983860016, 'Commercial Electrical Services': 0.05082796886563301, 'General Handyman Services': 0.04683583229780197, 'Pallet Manufacturing': 0.24153529107570648, 'HVAC Inspections': 0.055409327149391174}",[]
"Ballymacarbry Elders Housing Association Ltd. is a registered charity in Ireland that aims to provide quality, age-friendly, and sustainable homes for older people in the local community who require them. Their goal is to enable these individuals to live independently for as long as possible. The association offers 1 & 2 bedroom terrace houses in three blocks, consisting of single storey, semi-detached, back and front gardens, each with an entrance hall, kitchen/living room, 2 bedrooms, and walk-in shower. The houses are well-insulated and have a BER rating of A3. The community center adjacent to the houses includes a library, a social club with entertainment, a caretaker and health center, and a daily bus service to Clonmel and Dungarvan. The development is located in the village of Ballymacarrow, surrounded by private grounds and close to the Nire River.","['Sustainable Homes', 'Residential Terraces', 'Clubhouse and Dinner Club Services', 'Single-storey Homes', 'Entrance Hall', 'Daily Bus Services', 'Caretaker and Health Centre Services', 'Semi-Detached House', 'Age-friendly Homes', 'Kitchen & Living Room', 'Community Center', 'Class Teaching Services', 'Non-profit Organization', 'Front Garden Houses', 'Walk-in Shower Houses', 'Social Club Services', '3 Residential Blocks', 'Housing Association', 'Lunch Service', 'High-quality Homes', 'A3 Rating Houses', 'Gym Facilities', 'Music and Entertainment Services', '55+ Housing Development', 'Independent Living Support', 'Lovely Walks Services', 'Bingo Services', 'Insulated Homes', 'Card Game Services', 'Library Services']",Services,Housing Programs,Other Community Housing Services,"['Community Engagement Services', 'Residential Plumbing Services', 'General Handyman Services', 'Environmental Health Services', 'Volunteer Services', 'Occupational Health Services', 'Waste Management Services', 'Multi-Family Construction Services', 'Septic System Services', 'Single Family Residential Construction', 'Animal Day Care Services', 'Residential Electrical Services', 'Fishing and Hunting Services', 'Gardening Services', 'Veterinary Health Centers', 'Residential Roofing Services', 'Carpentry Services', 'Mobile Home Construction Services', 'Health Promotion Services', 'Home Staging Services', 'Vacant Land Services', 'Millwork Services']","[0.3538819, 0.3193866, 0.3112735, 0.30976087, 0.3081781, 0.30556837, 0.30552703, 0.30193403, 0.29804295, 0.2972232, 0.28679016, 0.28499472, 0.28252214, 0.28208214, 0.27594125, 0.27579445, 0.27516407, 0.2747903, 0.2735289, 0.27343994, 0.2727323, 0.26990038]","{'Community Engagement Services': 0.45306333899497986, 'Residential Plumbing Services': 0.10059265047311783, 'General Handyman Services': 0.23530547320842743, 'Environmental Health Services': 0.2594074308872223, 'Volunteer Services': 0.3140782117843628, 'Occupational Health Services': 0.19561266899108887, 'Waste Management Services': 0.1860959678888321, 'Multi-Family Construction Services': 0.306898295879364, 'Septic System Services': 0.28576815128326416, 'Single Family Residential Construction': 0.7083975672721863, 'Animal Day Care Services': 0.10911989957094193, 'Residential Electrical Services': 0.2456999570131302, 'Fishing and Hunting Services': 0.18288834393024445, 'Gardening Services': 0.18482376635074615, 'Veterinary Health Centers': 0.16064834594726562, 'Residential Roofing Services': 0.15894070267677307, 'Carpentry Services': 0.12340489774942398, 'Mobile Home Construction Services': 0.18388012051582336, 'Health Promotion Services': 0.18754881620407104, 'Home Staging Services': 0.2829529643058777, 'Vacant Land Services': 0.11130646616220474, 'Millwork Services': 0.279569149017334}","['Community Engagement Services', 'Volunteer Services', 'Multi-Family Construction Services', 'Single Family Residential Construction']"
"An Nhien Scientific Equipment Co., Ltd. (AnNhien) is a company that specializes in the distribution of scientific equipment, reagents, probiotics, and consumables for various industries such as life science research, chemistry, biomedicine, clinical diagnostic, veterinary, food hygiene, environmental monitoring, and quality control. They offer a range of products including sterilization products, biological and chemical indicators, sterilization packing, labwares and consumable products, plasticwares, cell culture, micro and molecular biology, handling and storage, specimen collection, microbiology and storage solutions, reagent and probiotic products, microbial identification, enzymes and prepared enzymes, and culture media. The company is committed to providing high-quality products and technology to its customers and contributing to the development of science, technology, and economy in Vietnam.","['Sterilization Products', 'Biological Indicators', 'Consumables Distribution', 'Chemical Indicators', 'Scientific Equipment Distribution', 'Reagents Distribution']",Manufacturing,Laboratory Equipment & Supplies,Analytical Laboratory Instrument Manufacturing,"['Laboratory Services', 'Pharmaceutical Manufacturing', 'Agricultural Equipment Services', 'Chemical Manufacturing', 'Accessory Manufacturing', 'Non-Alcoholic Beverage Manufacturing', 'Food Processing Services', 'Testing and Inspection Services', 'Seafood Processing Services', 'Confectionery Manufacturing', 'Food Safety Services', 'Pet Food Manufacturing', 'Veterinary Services', 'Industrial Plumbing Services', 'Meat Processing Services', 'Veterinary Health Centers', 'Veterinary Clinics', 'Animal Feed Manufacturing', 'Cosmetic Manufacturing', 'Water Treatment Services', 'Pesticide Application Services', 'Health and Safety Consulting']","[0.54359233, 0.46561736, 0.41416672, 0.4119171, 0.36420083, 0.35986704, 0.35441393, 0.3497557, 0.3486919, 0.34472242, 0.34161773, 0.33204424, 0.32634756, 0.32308322, 0.32096905, 0.31967396, 0.31927168, 0.31386566, 0.30949402, 0.3094759, 0.30768922, 0.30622017]","{'Laboratory Services': 0.03000320866703987, 'Pharmaceutical Manufacturing': 0.2964637577533722, 'Agricultural Equipment Services': 0.010689780116081238, 'Chemical Manufacturing': 0.3385573923587799, 'Accessory Manufacturing': 0.12684765458106995, 'Non-Alcoholic Beverage Manufacturing': 0.060181498527526855, 'Food Processing Services': 0.030825931578874588, 'Testing and Inspection Services': 0.041325997561216354, 'Seafood Processing Services': 0.018967192620038986, 'Confectionery Manufacturing': 0.013637552969157696, 'Food Safety Services': 0.04365958645939827, 'Pet Food Manufacturing': 0.029017560184001923, 'Veterinary Services': 0.05048764497041702, 'Industrial Plumbing Services': 0.011419943533837795, 'Meat Processing Services': 0.02021957002580166, 'Veterinary Health Centers': 0.12291623651981354, 'Veterinary Clinics': 0.1225045770406723, 'Animal Feed Manufacturing': 0.019393015652894974, 'Cosmetic Manufacturing': 0.0217012669891119, 'Water Treatment Services': 0.01715686358511448, 'Pesticide Application Services': 0.021067040041089058, 'Health and Safety Consulting': 0.014336982741951942}",['Chemical Manufacturing']
"Anovei is a company that specializes in air treatment, purifier leasing, and nasal filtration research and development, as well as production.","['Innovative Solutions Provider', 'Technology Solutions', 'High-tech Solutions', 'Technology Consulting Services', 'Low Tech Firm', 'Air Treatment', 'Production', 'Technology Services', 'Nasal Filtration Research and Development', 'Purifier Leasing Services']",Manufacturing,Medical Supply Manufacturers,Irradiation Apparatus Manufacturing,"['Air Duct Cleaning Services', 'Water Treatment Services', 'Medical Gas Installation Services', 'Building Cleaning Services', 'Industrial Plumbing Services', 'Residential Plumbing Services', 'Gas Manufacturing Services', 'Window Treatment Manufacturing', 'Pharmaceutical Manufacturing', 'Veterinary Services', 'Carpet Manufacturing Services', 'Cosmetic Manufacturing', 'Commercial Drain Cleaning', 'Chemical Manufacturing', 'Commercial Plumbing Services', 'Confectionery Manufacturing', 'HVAC Inspections', 'Testing and Inspection Services', 'Veterinary Clinics', 'Seafood Processing Services', 'Insulation Services', 'Pet Grooming Services']","[0.39809328, 0.3352103, 0.30195853, 0.28076214, 0.28050488, 0.27452576, 0.27342862, 0.27209163, 0.26698178, 0.2606402, 0.25230426, 0.25174415, 0.25155583, 0.2512421, 0.25078234, 0.25051403, 0.24690677, 0.24685998, 0.24669299, 0.24475092, 0.2441675, 0.24404846]","{'Air Duct Cleaning Services': 0.08920285850763321, 'Water Treatment Services': 0.0060994671657681465, 'Medical Gas Installation Services': 0.05031445622444153, 'Building Cleaning Services': 0.014579490758478642, 'Industrial Plumbing Services': 0.012478473596274853, 'Residential Plumbing Services': 0.010905652306973934, 'Gas Manufacturing Services': 0.03488640859723091, 'Window Treatment Manufacturing': 0.039198651909828186, 'Pharmaceutical Manufacturing': 0.05300460010766983, 'Veterinary Services': 0.003882219549268484, 'Carpet Manufacturing Services': 0.011731041595339775, 'Cosmetic Manufacturing': 0.01595800183713436, 'Commercial Drain Cleaning': 0.019900308921933174, 'Chemical Manufacturing': 0.0343438945710659, 'Commercial Plumbing Services': 0.008863655850291252, 'Confectionery Manufacturing': 0.0027432560455054045, 'HVAC Inspections': 0.013948394916951656, 'Testing and Inspection Services': 0.01817970722913742, 'Veterinary Clinics': 0.0136630954220891, 'Seafood Processing Services': 0.007389801554381847, 'Insulation Services': 0.01651224121451378, 'Pet Grooming Services': 0.0057600378058850765}",[]
"Db Motor Service di Damiano Barbato is an auto electrical service and auto repair shop located in Arzano, Campania, Italy.","['Diagnostic Services', 'Correct Diagnosis and Maintenance', 'Automobiles And Motorcycles', 'Parking Facilities', 'Bathroom Facilities', 'Auto Repair Service', 'Automotive Repair and Maintenance Services', 'Seating Options', 'Motorcycle Diagnosis and Repair Services', 'Mechanical and Electronic Workshop', 'Auto Electrical Services', 'Wheelchair Accessible Entrance']",Services,Auto Services,Specialized Automotive Repair,"['Commercial Electrical Services', 'Carpentry Services', 'Welding Services', 'Boiler Repair Services', 'General Handyman Services', 'Business Development Services', 'Road Maintenance Services', 'Field Welding Services', 'Testing and Inspection Services', 'Restoration Services', 'Commercial Construction Services', 'Sheet Metal Services', 'Pet Grooming Services', 'Accessory Manufacturing', 'Asphalt Production Services', 'Gas Manufacturing Services', 'Carpet Manufacturing Services', 'Commercial Renovation Services', 'Tank Installation Services', 'Consulting Services', 'Residential Electrical Services', 'Coffee Processing Services']","[0.3833869, 0.368443, 0.3615715, 0.34950083, 0.33798856, 0.3375721, 0.33605498, 0.33167064, 0.31947953, 0.31729108, 0.31271273, 0.31257862, 0.31090948, 0.31035265, 0.30354887, 0.29710972, 0.29296425, 0.291678, 0.2912715, 0.2904935, 0.2888323, 0.28642312]","{'Commercial Electrical Services': 0.6888733506202698, 'Carpentry Services': 0.012932420708239079, 'Welding Services': 0.07846280932426453, 'Boiler Repair Services': 0.10355911403894424, 'General Handyman Services': 0.12652675807476044, 'Business Development Services': 0.03663673251867294, 'Road Maintenance Services': 0.13533282279968262, 'Field Welding Services': 0.03291644528508186, 'Testing and Inspection Services': 0.1326053887605667, 'Restoration Services': 0.0929269939661026, 'Commercial Construction Services': 0.041844692081213, 'Sheet Metal Services': 0.02088281698524952, 'Pet Grooming Services': 0.026898667216300964, 'Accessory Manufacturing': 0.014223874546587467, 'Asphalt Production Services': 0.011601248756051064, 'Gas Manufacturing Services': 0.016381381079554558, 'Carpet Manufacturing Services': 0.013845275156199932, 'Commercial Renovation Services': 0.05177851393818855, 'Tank Installation Services': 0.053984545171260834, 'Consulting Services': 0.08905740082263947, 'Residential Electrical Services': 0.16172829270362854, 'Coffee Processing Services': 0.021921949461102486}",['Commercial Electrical Services']
DOO Bački Petrovac is a Slovakian company that specializes in the production of raw materials and the wholesale of cleaning products. Their main focus is on producing raw powders and selling cleaning items.,"['Production', 'Wholesale Distribution', 'Cleaning Articles Manufacturer', 'Metal Circle Manufacturer']",Manufacturing,Cleaning Equipment & Supplies,Soap and Other Detergent Manufacturing,"['Pet Grooming Services', 'Pet Food Manufacturing', 'Coffee Processing Services', 'Pharmaceutical Manufacturing', 'Cosmetic Manufacturing', 'Carpet Manufacturing Services', 'Street Cleaning Operations', 'Building Cleaning Services', 'Waste Management Services', 'Textile Manufacturing Services', 'Water Treatment Services', 'Furniture Manufacturing', 'Confectionery Manufacturing', 'Window Treatment Manufacturing', 'Carpentry Services', 'Apparel Manufacturing', 'Pet Boarding Services', 'General Handyman Services', 'Food Processing Services', 'Asphalt Production Services', 'Bedding Manufacturing', 'Distilling Services']","[0.38489795, 0.38138753, 0.3408866, 0.34024918, 0.34024027, 0.33733243, 0.3363597, 0.32489988, 0.32359746, 0.3205539, 0.3184462, 0.31336513, 0.310311, 0.30754977, 0.30562258, 0.30372772, 0.3034293, 0.3029058, 0.29861063, 0.29522863, 0.2945078, 0.2916476]","{'Pet Grooming Services': 0.09731848537921906, 'Pet Food Manufacturing': 0.014518973417580128, 'Coffee Processing Services': 0.02354593202471733, 'Pharmaceutical Manufacturing': 0.003016537521034479, 'Cosmetic Manufacturing': 0.3516899049282074, 'Carpet Manufacturing Services': 0.06964442133903503, 'Street Cleaning Operations': 0.08229589462280273, 'Building Cleaning Services': 0.10968650877475739, 'Waste Management Services': 0.026981929317116737, 'Textile Manufacturing Services': 0.019379254430532455, 'Water Treatment Services': 0.0867948979139328, 'Furniture Manufacturing': 0.008429569192230701, 'Confectionery Manufacturing': 0.00605669105425477, 'Window Treatment Manufacturing': 0.13403524458408356, 'Carpentry Services': 0.010511744767427444, 'Apparel Manufacturing': 0.010178140364587307, 'Pet Boarding Services': 0.027753515169024467, 'General Handyman Services': 0.010164137929677963, 'Food Processing Services': 0.00771209504455328, 'Asphalt Production Services': 0.06380060315132141, 'Bedding Manufacturing': 0.009065069258213043, 'Distilling Services': 0.004617683123797178}",['Cosmetic Manufacturing']
"Reparación Lavarropas Candy is a technical service and repair company that specializes in the repair and maintenance of washing machines. They offer same-day service in the Capital Federal, GBA Zona Norte, GGA Zona Oeste, and GBA Súbrica Zona Sur areas. Their main focus is on repairing and maintaining Candy washing machines, providing technical support to their customers.","['Home Care', 'Technical Service and Maintenance', 'Candy Washing Machine Repair Services']",Services,Appliance Repair & Maintenance,Appliance Repair and Maintenance,"['Confectionery Manufacturing', 'Coffee Processing Services', 'Restoration Services', 'Bakery Production Services', 'Food Processing Services', 'Millwork Services', 'Well Maintenance Services', 'Food Safety Services', 'Laboratory Services', 'Boiler Repair Services', 'Recycling Services', 'Agricultural Equipment Services', 'Carpet Manufacturing Services', 'Cosmetic Manufacturing', 'Gas Manufacturing Services', 'Accessory Manufacturing', 'Swimming Pool Maintenance Services', 'Seafood Processing Services', 'Medical Gas Installation Services', 'Pet Food Manufacturing', 'Elevator Installation Services', 'Road Maintenance Services']","[0.43650672, 0.39089912, 0.38468796, 0.33857915, 0.32365912, 0.31779402, 0.30555767, 0.30553424, 0.29660726, 0.29395592, 0.2937259, 0.29189306, 0.28822482, 0.28602493, 0.28475785, 0.28309196, 0.2794066, 0.2789246, 0.2782212, 0.27792597, 0.27606815, 0.27581796]","{'Confectionery Manufacturing': 0.026707537472248077, 'Coffee Processing Services': 0.018872076645493507, 'Restoration Services': 0.6322888135910034, 'Bakery Production Services': 0.015780186280608177, 'Food Processing Services': 0.03652774542570114, 'Millwork Services': 0.03427990525960922, 'Well Maintenance Services': 0.34308621287345886, 'Food Safety Services': 0.07290107011795044, 'Laboratory Services': 0.03468378633260727, 'Boiler Repair Services': 0.12052050232887268, 'Recycling Services': 0.05369304493069649, 'Agricultural Equipment Services': 0.03492390736937523, 'Carpet Manufacturing Services': 0.014523475430905819, 'Cosmetic Manufacturing': 0.011792001314461231, 'Gas Manufacturing Services': 0.03649735450744629, 'Accessory Manufacturing': 0.0381091944873333, 'Swimming Pool Maintenance Services': 0.021276669576764107, 'Seafood Processing Services': 0.014898192137479782, 'Medical Gas Installation Services': 0.020434821024537086, 'Pet Food Manufacturing': 0.025733353570103645, 'Elevator Installation Services': 0.053448401391506195, 'Road Maintenance Services': 0.010423329658806324}","['Restoration Services', 'Well Maintenance Services']"
"Ver Peliculas is a company that specializes in video conferencing solutions. They offer a range of products and services related to video conferecting, including AVer, Jean Paul, and Ver Pelicula.","['Metaverse Auctions Platform', 'Auction Services', 'Auction Via Video Conferencing']",Services,"Alarms, Surveillance & Security Systems",All Other Business Support Services,"['Media Production Services', 'Veterinary Services', 'Public Relations Services', 'Consulting Services', 'Veterinary Clinics', 'Advertising Services', 'Livestock Dealer Services', 'Stakeholder Services', 'Human Resources Services', 'Event Planning Services', 'Physical Therapy Services', 'Health and Safety Consulting', 'Crisis Management Services', 'Gardening Services', 'Technology Consulting', 'Agricultural Equipment Services', 'Travel Services', 'Fundraising Services', 'Pet Grooming Services', 'Compliance Services', 'Legal Services', 'Veterinary Health Centers']","[0.3427084, 0.28231323, 0.2775961, 0.27460557, 0.26640338, 0.2661177, 0.26388013, 0.255625, 0.25425655, 0.25036353, 0.24495564, 0.24340017, 0.24004471, 0.2387985, 0.23668088, 0.23534115, 0.23482382, 0.23206504, 0.22919488, 0.22870362, 0.22664961, 0.22653767]","{'Media Production Services': 0.01522630825638771, 'Veterinary Services': 0.0063664233312010765, 'Public Relations Services': 0.012482794933021069, 'Consulting Services': 0.03514321893453598, 'Veterinary Clinics': 0.009601210243999958, 'Advertising Services': 0.05752246081829071, 'Livestock Dealer Services': 0.012863672338426113, 'Stakeholder Services': 0.0748186856508255, 'Human Resources Services': 0.025225557386875153, 'Event Planning Services': 0.03138630837202072, 'Physical Therapy Services': 0.014998480677604675, 'Health and Safety Consulting': 0.0254522655159235, 'Crisis Management Services': 0.0728965476155281, 'Gardening Services': 0.009384875185787678, 'Technology Consulting': 0.012800540775060654, 'Agricultural Equipment Services': 0.009743409231305122, 'Travel Services': 0.015074147842824459, 'Fundraising Services': 0.019598543643951416, 'Pet Grooming Services': 0.009539751335978508, 'Compliance Services': 0.0221096184104681, 'Legal Services': 0.011388957500457764, 'Veterinary Health Centers': 0.01279743853956461}",[]
"Gina Crow is an Italian-American film director, writer, and producer based in Los Angeles, California. She has a background in music production and international DJing, and has worked on music videos, commercials, and narrative projects. Crow has collaborated with Fuse Technical Group, ARRI, Inc., and FotoKem to produce an action thriller short film called ""Dark in Berlin,"" which was shot on an LED volume stage using virtual production and stars Christine Ko and Miki Ishikawa. She is currently working on her debut feature film, which is expected to be released in spring 2024.","['Virtual Production Services', 'LED Volume Stage Film', 'Dark Thriller Short Film', 'Biopic Production', 'Music Video Production']",Services,Video and Audio Production,Motion Picture and Video Distribution,"['Media Production Services', 'Interior Design Services', 'Business Development Services', 'Public Relations Services', 'Painting Services', 'Arts Services', 'Graphic Design Services', 'Website Development Services', 'Residential Roofing Services', 'Content Creation Services', 'Branding Services', 'Spray Painting Services', 'Fencing Construction Services', 'Risk Assessment Services', 'Event Planning Services', 'Social Media Services', 'High-Rise Signage Installation', 'Technology Consulting', 'Home Staging Services', 'Low-Rise Signage Installation', 'Cosmetic Manufacturing', 'Software Manufacturing']","[0.33626777, 0.21212447, 0.20913085, 0.20533963, 0.20438546, 0.19168013, 0.18194544, 0.17827368, 0.17464656, 0.17108196, 0.17072088, 0.16990805, 0.16319981, 0.16145751, 0.15801191, 0.1564388, 0.15490791, 0.1540193, 0.1530075, 0.15107384, 0.14675908, 0.14640082]","{'Media Production Services': 0.2299828678369522, 'Interior Design Services': 0.015105514787137508, 'Business Development Services': 0.11680341511964798, 'Public Relations Services': 0.02123331092298031, 'Painting Services': 0.012927273288369179, 'Arts Services': 0.10442417114973068, 'Graphic Design Services': 0.012925512157380581, 'Website Development Services': 0.05080730840563774, 'Residential Roofing Services': 0.026634015142917633, 'Content Creation Services': 0.5517866611480713, 'Branding Services': 0.051004935055971146, 'Spray Painting Services': 0.014594152569770813, 'Fencing Construction Services': 0.026023710146546364, 'Risk Assessment Services': 0.028244683519005775, 'Event Planning Services': 0.0425158366560936, 'Social Media Services': 0.035238876938819885, 'High-Rise Signage Installation': 0.014281675219535828, 'Technology Consulting': 0.01802401803433895, 'Home Staging Services': 0.0688638836145401, 'Low-Rise Signage Installation': 0.017382727935910225, 'Cosmetic Manufacturing': 0.0031521024648100138, 'Software Manufacturing': 0.00316714053042233}",['Content Creation Services']
"360Scooters is a company that offers electric scooter rental services in Tenerife, Canary Islands. They provide electric scooters for rent, allowing tourists to explore the cities of the island in a sustainable way. Customers can rent a scooter for a daily, weekly, or three-day period and pick it up in South Tenerije, Arona, Los Cristianos, Playa de Las Américas, and Adeje. The company is a leader in electric personal mobility and offers workshops, technical services, and online and physical sales of personal mobility vehicles.","['Electricity', 'Rental Services', 'Electric Scooter Rental Services', 'Online Sales', 'Personal Mobility Vehicles Sales', 'Sustainable Mobility Solutions', 'Technical Service Workshop']",Services,Car Rental,Home Health Equipment Rental,"['Travel Services', 'Pet Boarding Services', 'Pet Grooming Services', 'Residential Roofing Services', 'Mobile Home Construction Services', 'Commercial Electrical Services', 'Elevator Installation Services', 'Residential Electrical Services', 'Road Maintenance Services', 'Street Cleaning Operations', 'Rope Production Services', 'Agricultural Equipment Services', 'Fire Safety Equipment Services', 'Real Estate Services', 'General Handyman Services', 'Insurance Services', 'Tent Manufacturing Services', 'Property Management Services', 'E-Commerce Services', 'Roofing Services with Heat Application', 'Online Marketing Services', 'Fishing and Hunting Services']","[0.39976597, 0.34787378, 0.3409389, 0.34006262, 0.33922023, 0.3308731, 0.32493973, 0.31986833, 0.31920052, 0.31327736, 0.30851066, 0.30334446, 0.30119663, 0.29967684, 0.29889417, 0.2966329, 0.29126793, 0.28890657, 0.28675026, 0.28585857, 0.2846267, 0.28393036]","{'Travel Services': 0.36302343010902405, 'Pet Boarding Services': 0.02353248931467533, 'Pet Grooming Services': 0.024755334481596947, 'Residential Roofing Services': 0.024694830179214478, 'Mobile Home Construction Services': 0.06937705725431442, 'Commercial Electrical Services': 0.6151605248451233, 'Elevator Installation Services': 0.0313841849565506, 'Residential Electrical Services': 0.1945805847644806, 'Road Maintenance Services': 0.07065889239311218, 'Street Cleaning Operations': 0.02790849842131138, 'Rope Production Services': 0.018331727012991905, 'Agricultural Equipment Services': 0.017782842740416527, 'Fire Safety Equipment Services': 0.02858124114573002, 'Real Estate Services': 0.031406376510858536, 'General Handyman Services': 0.06366943567991257, 'Insurance Services': 0.022775404155254364, 'Tent Manufacturing Services': 0.013639925979077816, 'Property Management Services': 0.14173375070095062, 'E-Commerce Services': 0.36473706364631653, 'Roofing Services with Heat Application': 0.04717958718538284, 'Online Marketing Services': 0.20126588642597198, 'Fishing and Hunting Services': 0.008487462997436523}","['Travel Services', 'Commercial Electrical Services', 'E-Commerce Services']"
"Vision Express Opticians - Llanelli is an establishment located in Llanelli, Wales, United Kingdom. It operates as an optician, contact lenses supplier, eye care center, optometrist, and sunglasses store.","['In-store Shopping', 'Eye Care Services', 'Contact Lenses Retailer', 'Optician Services', 'Retail', 'Bathroom Facilities', 'In-store Pickup', 'Wheelchair Accessible Entrance']",Services,Optometrists,Offices of Optometrists,"['Travel Services', 'Consulting Services', 'Testing and Inspection Services', 'Legal Services', 'Carpentry Services', 'Fishing and Hunting Services', 'Commercial Electrical Services', 'Welding Services', 'Insurance Services', 'Veterinary Clinics', 'Real Estate Services', 'Health and Safety Consulting', 'Millwork Services', 'Road Maintenance Services', 'Waterproofing Services', 'Directional Drilling Services', 'Event Planning Services', 'General Handyman Services', 'Boiler Repair Services', 'Residential Electrical Services', 'Online Marketing Services', 'Sports Management Services']","[0.31332263, 0.29690534, 0.28322256, 0.27890489, 0.27632508, 0.26106057, 0.26063737, 0.25731745, 0.25216997, 0.24340095, 0.24154794, 0.23178534, 0.22758618, 0.22417814, 0.22374113, 0.22309847, 0.22261499, 0.21881105, 0.21747534, 0.21639225, 0.21623659, 0.21384108]","{'Travel Services': 0.03630147501826286, 'Consulting Services': 0.16514092683792114, 'Testing and Inspection Services': 0.09608349949121475, 'Legal Services': 0.015951531007885933, 'Carpentry Services': 0.007724041119217873, 'Fishing and Hunting Services': 0.014098109677433968, 'Commercial Electrical Services': 0.057068806141614914, 'Welding Services': 0.010537208057940006, 'Insurance Services': 0.04789286479353905, 'Veterinary Clinics': 0.0038944047410041094, 'Real Estate Services': 0.01868418976664543, 'Health and Safety Consulting': 0.017278596758842468, 'Millwork Services': 0.034500375390052795, 'Road Maintenance Services': 0.032325830310583115, 'Waterproofing Services': 0.04627282917499542, 'Directional Drilling Services': 0.036412227898836136, 'Event Planning Services': 0.06213253736495972, 'General Handyman Services': 0.04336022213101387, 'Boiler Repair Services': 0.021181004121899605, 'Residential Electrical Services': 0.04325050488114357, 'Online Marketing Services': 0.03853902220726013, 'Sports Management Services': 0.034894853830337524}",[]
